scenario_group_id,final_exchange_rate,final_apy,cum_fees_btc,mean_weighted_gas,weighted_k
101,33.135225074501214,14.049975338315486,12145.588876315385,140868420966.83353,0.5
102,36.05024753787844,14.205005994120535,13828.59498117561,181287637418.92728,0.5
103,35.26371508534261,14.165537382920329,13374.485643796843,181625471407.0212,0.5
