scenario_group_id,final_exchange_rate,final_apy,cum_fees_btc,mean_weighted_gas,weighted_k,apy_annualized_vol,capital_share,capital_nominal_btc
105,13.133925959250211,8.729057883000543,1172.599241401148,14029479058.22471,0.5,4.521173074904031,1.0,9834.235257701373
