scenario_group_id,final_exchange_rate,final_apy,cum_fees_btc,mean_weighted_gas,weighted_k
101,45.489476075563836,8.454218480165348,12145.588876315385,140868420966.83353,0.5
102,50.750476244717056,8.49913383093528,13828.59498117561,181287637418.92728,0.5
103,49.33095120920792,8.487936923106982,13374.485643796843,181625471407.0212,0.5
