period_num,btc_price_usd,exchange_rate_btc_per_stbtc,stbtc_assets_btc,stbtc_supply,fees_total_btc,weighted_gas_score,weighted_mbar,weighted_k,weighted_s_eff,weighted_fee_return_period,weighted_fee_apy_annualized,stbtc_return_period,stbtc_apy_annualized
1,79739.85023475386,1.2037305104673992,389.71990485974464,323.760095362557,64.77208858384962,10379286714.3767,1.7535949143046523,0.5,0.688398728576163,0.14863007809448228,4.274268254394887,0.2037305104673992,8.254462982994292
2,91698.8541267479,1.445825055306882,505.1741628377239,349.4019978305734,81.94753805107445,11990373374.620127,1.7535949143046525,0.5,0.6883987285761631,0.14475160314074434,4.0644830828187235,0.20112021979527572,8.016494787098683
3,134088.4519610956,1.7314548708914128,652.8879075996966,377.0747471249813,102.33692275992432,14051478808.256313,1.753594914304652,0.5,0.688398728576163,0.13945409859957342,3.7902923456740494,0.19755489402824367,7.700518984942548
4,64909.098834456985,2.0316423341015333,826.7548796327676,406.9391869599867,98.18338232789746,12667183403.480072,1.753594914304652,0.5,0.688398728576163,0.10352361373994505,2.261216043208831,0.17337296412211622,5.811345783386245
5,106203.04586294528,2.3173669227357543,1017.7154821760155,439.1688999230891,65.9142118022973,7347746187.97404,1.7535949143046516,0.5,0.6883987285761629,0.05488357035153684,0.8986912096309905,0.14063724890856788,3.850322308016991
6,121376.03745350274,2.7058272136481283,1282.4300992710582,473.95121639789534,140.43218383814408,17599171818.928425,1.7535949143046523,0.5,0.688398728576163,0.09499053369872246,1.9711486190930594,0.16763003178356373,5.421893214338906
7,200733.74607003236,3.0464104393592013,1558.2033070694301,511.48830339394164,61.36862559952899,8188481719.909912,1.7535949143046523,0.5,0.688398728576163,0.032942211712899815,0.4754085825270431,0.1258702787795094,3.148205424173524
8,232216.96935684793,3.4279177074372558,1892.2048828325678,551.9983396121835,72.41774390071193,10959772419.496956,1.753594914304652,0.5,0.688398728576163,0.03199343923955808,0.45922827405401545,0.12523173606190197,3.120061228976782
9,500735.4087070327,3.9227496921094014,2336.8478293573357,595.7167835760456,166.03648692906683,25492688131.87694,1.753594914304652,0.5,0.688398728576163,0.06040535437585387,1.021449721173119,0.14435351922204886,4.043389552206753
10,248302.6512604549,4.39003959247703,2822.3465421670603,642.8977421988542,77.79404150887606,10949887629.050388,1.7535949143046516,0.5,0.6883987285761629,0.022916904812000274,0.3124545422818201,0.1191230481280976,2.859526974046922
11,822968.7126879233,4.956887485677437,3439.1651102832243,693.8154477422455,154.8636487478294,21942486302.301277,1.753594914304652,0.5,0.688398728576163,0.03777280263351903,0.5603693721942844,0.1291213624067955,3.294251631873518
12,1825466.9105172371,5.556716852170732,4160.6798267500235,748.7658517501487,128.49201358233802,17473548649.929104,1.753594914304652,0.5,0.688398728576163,0.025719538302419034,0.35626182721026134,0.12100927612871137,2.938315237255836
