period_num,Lending,AMM
1,48.518050613534434,13.477256210023004
2,61.383458303488084,17.050985852729152
3,76.65628987201441,21.29344533942868
4,73.54504721622814,20.429209990453487
5,49.373567138183816,13.714900040490333
6,105.19184964072835,29.22000144042959
7,45.96865946458616,12.769090954835356
8,54.24508983285733,15.068102789958216
9,124.37095750107635,34.54753927933589
10,58.272248523728585,16.186759635997124
11,116.0018537678786,32.22278480477954
12,96.24796968454203,26.73558666784623
