period_num,btc_price_usd,exchange_rate_btc_per_stbtc,stbtc_assets_btc,stbtc_supply,fees_total_btc,weighted_gas_score,weighted_mbar,weighted_k,weighted_s_eff,weighted_fee_return_period,weighted_fee_apy_annualized,stbtc_return_period,stbtc_apy_annualized
1,79739.85023475386,2.1834392316328657,706.9104938518049,323.760095362557,647.7208858384962,103792867143.76698,1.7535949143046523,0.5,0.688398728576163,1.4863007809448228,55800.258858094036,1.1834392316328657,11739.681652490433
2,91698.8541267479,3.7559736368213597,1312.3446925043477,349.4019978305734,819.4753805107445,119903733746.20123,1.753594914304652,0.5,0.688398728576163,0.7980158944440935,1140.6219723467373,0.7202098333703055,670.3934671846528
3,134088.4519610956,5.8007869831994725,2187.330284815824,377.0747471249813,1023.3692275992431,140514788082.5631,1.7535949143046523,0.5,0.688398728576163,0.5368148163870866,172.56352693924637,0.5444163202669912,183.1503664470005
4,64909.098834456985,8.069445280479028,3283.773501656238,406.9391869599867,981.8338232789746,126671834034.8007,1.753594914304652,0.5,0.688398728576163,0.3090037020518967,24.309903983170063,0.39109491588816425,51.51473285370812
5,106203.04586294528,10.297639662868114,4522.40308254616,439.1688999230891,659.1421180229729,73477461879.74039,1.7535949143046519,0.5,0.688398728576163,0.1381802355641016,3.726421814137776,0.27612733031096437,17.652116465725523
6,121376.03745350274,13.664943701947788,6476.516689546913,473.95121639789534,1404.3218383814408,175991718189.28427,1.7535949143046525,0.5,0.6883987285761631,0.21376541418533684,9.22391191582533,0.32699765667871583,28.815484529303234
7,200733.74607003236,16.767297636613407,8576.27662065264,511.48830339394164,613.6862559952898,81884817199.09914,1.753594914304652,0.5,0.688398728576163,0.06522963787828637,1.1346117500916684,0.2270301292367134,10.648304670645173
8,232216.96935684793,20.49384070362791,11312.566040679189,551.9983396121835,724.1774390071193,109597724194.96959,1.7535949143046523,0.5,0.688398728576163,0.05812811903426059,0.9699675276781254,0.22225066601532428,10.11535636608866
9,500735.4087070327,25.640448922423897,15274.445761512248,595.7167835760456,1660.3648692906688,254926881318.76947,1.753594914304652,0.5,0.688398728576163,0.10103747115217725,2.174133529056235,0.2511295121897239,13.710492823620353
10,248302.6512604549,30.940992620727606,19891.894297257186,642.8977421988542,777.9404150887606,109498876290.50388,1.7535949143046523,0.5,0.688398728576163,0.035060728291989744,0.5121329383650228,0.2067258539170158,8.53462046723199
11,822968.7126879233,37.723223672721986,26172.95532277048,693.8154477422455,1548.6364874782937,219424863023.01276,1.7535949143046523,0.5,0.688398728576163,0.053593658455831916,0.8710171809093816,0.21919888398961418,9.786850942493022
12,1825466.9105172371,45.489476075563836,34060.96629938757,748.7658517501487,1284.9201358233802,174735486499.29102,1.753594914304652,0.5,0.688398728576163,0.03379585441974059,0.4901069334087076,0.20587456868002763,8.454218480165348
