scenario_group_id,final_exchange_rate,final_apy,cum_fees_btc,mean_weighted_gas,weighted_k
101,0.43401870215823385,-0.5656880393948234,12145.588876315385,140868420966.83353,0.5
102,0.4340773759200311,-0.5655887382372127,13828.59498117561,181287637418.92728,0.5
103,0.4340615445436539,-0.565615531490758,13374.485643796843,181625471407.0212,0.5
