scenario_group_id,final_exchange_rate,final_apy,cum_fees_btc,mean_weighted_gas
101,0.5730951171423518,-0.9731762558403291,5831.249056425141,94261985074.45345
102,0.5732030013304883,-0.9731420665234612,8630.419202108587,172300084029.2318
103,0.5731940554656653,-0.9731449027342345,8398.309212936067,173125470202.95535
