period_num,btc_price_usd,exchange_rate_btc_per_stbtc,stbtc_assets_btc,stbtc_supply,fees_total_btc,weighted_gas_score,weighted_mbar,weighted_k,weighted_s_eff,weighted_fee_return_period,weighted_fee_apy_annualized,stbtc_return_period,stbtc_apy_annualized,stbtc_apy_vol_cumulative,stbtc_apy_vol_rolling_8
1,79739.85023475386,1.3112859453240058,424.54206270568085,323.760095362557,71.32576095777105,13382295545.224743,2.0532123729445653,0.5,0.7633030932361413,0.1814772465549608,6.397829987801586,0.3112859453240058,24.844544145715194,0.0,
2,91698.8541267479,1.7041633603130997,595.4380827230603,349.4019978305734,90.23903100704055,15459513222.089096,2.053212372944565,0.5,0.7633030932361412,0.16224477513328958,5.07534898235746,0.2996123129284496,22.21484605085778,1.3148490474287078,1.3148490474287078
3,134088.4519610956,2.196356647691964,828.1906275247188,377.0747471249813,112.69142387587374,18116952294.90928,2.0532123729445653,0.5,0.7633030932361413,0.14446122094217245,4.049088451855805,0.28881813729901773,20.00388686768524,1.9786531744569222,1.9786531744569222
4,64909.098834456985,2.7709606145997387,1127.6124596033628,406.9391869599867,108.11762614199841,16332142727.701496,2.053212372944565,0.5,0.7633030932361412,0.09964676696980965,2.126355932773121,0.26161687698197666,15.260349660780705,3.5174437154436773,3.5174437154436773
5,106203.04586294528,3.410931632866479,1497.9750929188376,439.1688999230891,72.58344477566834,9473648217.325693,2.0532123729445657,0.5,0.7633030932361414,0.04913316400786342,0.7781458808555053,0.23095637480187836,11.103526942097831,4.9263824971570775,4.9263824971570775
6,121376.03745350274,4.26012555411212,2019.0916883791974,473.95121639789534,154.641182555826,22691089003.820244,2.0532123729445653,0.5,0.7633030932361413,0.07879843499704454,1.4847556857565798,0.248962457371799,13.407632062380772,4.908476594710005,4.908476594710005
7,200733.74607003236,5.183040742235767,2651.0647156678483,511.48830339394164,67.57793388355184,10557631314.945831,2.0532123729445657,0.5,0.7633030932361414,0.025547351942808393,0.3535322589157135,0.2166403727779327,9.51832745316863,5.390855740158402,5.390855740158402
8,232216.96935684793,6.297758253635632,3476.352099285793,551.9983396121835,79.74500751008935,14130731490.725452,2.0532123729445653,0.5,0.7633030932361413,0.022960439457720454,0.3131249852429916,0.21507018116145815,9.356579816322908,5.585871772349439,5.585871772349439
9,500735.4087070327,7.717909028862016,4597.687942606201,595.7167835760456,182.8361418613197,32868413428.68785,2.0532123729445657,0.5,0.7633030932361414,0.04014535600889777,0.6037195104594975,0.22550099861431572,10.475299618857276,5.517725703060976,4.580872828186688
10,248302.6512604549,9.33686547275851,6002.649731650883,642.8977421988542,85.6652816037885,14117986762.614668,2.0532123729445653,0.5,0.7633030932361413,0.014222055791383557,0.18466786608775032,0.20976619934780505,8.826918512183912,5.565811059152007,3.580156436807814
11,822968.7126879233,11.337719327067527,7866.284811285266,693.8154477422455,170.53283031527977,28291042031.598328,2.0532123729445653,0.5,0.7633030932361413,0.021685129517321915,0.2936144794350839,0.21429609970784758,9.277682586236372,5.515161833019588,2.143108732655
12,1825466.9105172371,13.712601575689156,10267.527798531322,748.7658517501487,141.49289989147695,22529119648.782772,2.0532123729445653,0.5,0.7633030932361413,0.013729730202899897,0.17778549551841905,0.2094673699455467,8.797829394890693,5.474533434455262,1.4565279502749988
