period_num,btc_price_usd,exchange_rate_btc_per_stbtc,stbtc_assets_btc,stbtc_supply,fees_total_btc,weighted_gas_score,stbtc_return_period,stbtc_apy_annualized
38,0.17844260240696397,0.0718750389837299,905417.6148851217,12597107.809431281,189.38025067654308,50095610126.94136,-0.06717008112504441,-0.9731014866850272
39,0.4316501948854196,0.06704682753142882,849743.3719265827,12673878.887532115,168.62993215942842,44436739920.454605,-0.06717507942352596,-0.9731089803108325
40,0.0629451011972436,0.06255685346505958,797669.8099077618,12751117.834807519,512.7903393074134,115603109478.46751,-0.06696773332436234,-0.9727963938942259
41,0.008309801073476517,0.05835669568519345,748647.9825677725,12828827.502612064,202.54148245133763,44220826776.136,-0.06714144889355866,-0.9730585207456102
42,0.005148389812877038,0.054694385332471444,705941.0199801535,12907010.759677451,6794.4242425065795,1568225222772.3423,-0.06275732903861497,-0.9656199299807895
43,0.006220906421784294,0.0510376584429441,662758.215234461,12985670.49221841,582.6729515669837,124070691128.21886,-0.06685744555495332,-0.9726286795670069
44,0.0032526700005757387,0.047610268654992204,622019.0951746312,13064809.604039254,151.36753681695865,32751827422.860096,-0.0671541346628085,-0.9730775654922552
45,0.0033204514138285373,0.04464380694678212,586817.4407322187,13144431.016641064,6208.604067440874,1279354770620.0723,-0.06230718271527824,-0.9647506879690393
46,0.0009429565290797148,0.041661620082603996,550955.6641476932,13224537.669329554,552.6953207587509,108247982941.3089,-0.06679956455624525,-0.9725402547417275
47,0.00025001316977264797,0.04349703747810582,578733.8478441817,13305132.519323567,123415.64648856594,25153990232707.32,0.04405535338910682,8.410729214948669
48,0.00010233511672614022,0.04090608496088587,547577.7929784848,13386218.541864248,8968.51094009948,2181106594659.3445,-0.05956618352512166,-0.9589731345159832
49,0.00014566523246463387,0.03820587185636533,514548.99247811205,13467798.73032488,1385.6375359813082,348985291663.8781,-0.06601005955721428,-0.9713057861107598
50,0.0001846381116967473,0.035710892868801414,483878.173661266,13549876.096321382,2033.5592488761308,490042294234.7349,-0.065303548023816,-0.9701550472404946
51,7.577705835382965e-05,0.033313670769658285,454147.07333911967,13632453.669823492,135.3789278115488,33883372206.465805,-0.06712859597071141,-0.9730392115813228
52,6.360493632801524e-05,0.031076628201241723,426232.56621501275,13715534.499266617,106.68984848247402,25803450338.196133,-0.06715088781071932,-0.9730726923528775
